trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,stop_headsign,timepoint
10H-L04,05:00:00,05:00:10,G00511,0,0,0,0,Bundaran Senayan,0
10H-L04,05:31:44,05:31:54,G00240,1,0,0,6839.780036,Bundaran Senayan,0
10H-L04,05:33:32,05:33:42,G00238,2,0,0,7195.848354,Bundaran Senayan,0
10H-L04,05:38:54,05:39:04,G00236,3,0,0,8323.123015,Bundaran Senayan,0
10H-L04,05:47:16,05:47:26,G00234,4,0,0,10102.06656,Bundaran Senayan,0
10H-L04,05:54:51,05:55:01,G00120,5,0,0,11710.80053,Bundaran Senayan,0
10H-L04,05:56:24,05:56:34,G00122,6,0,0,12010.91843,Bundaran Senayan,0
10H-L04,06:02:43,06:02:53,G00166,7,0,0,13345.89181,Bundaran Senayan,0
10H-L04,06:06:26,06:06:36,G00400,8,0,0,14115.72402,Bundaran Senayan,0
10H-L04,06:12:25,06:12:35,G00398,9,0,0,15377.82952,Bundaran Senayan,0
10H-L04,06:18:01,06:18:11,G00437,10,0,0,16555.90656,Bundaran Senayan,0
10H-L04,06:20:34,06:20:44,G00434,11,0,0,17073.3335,Bundaran Senayan,0
10H-L04,06:27:09,06:27:19,G00723,12,0,0,18466.76967,Bundaran Senayan,0
10H-L04,06:35:12,06:35:22,G00080,13,0,0,20175.10105,Bundaran Senayan,0
10H-L04,06:44:27,06:44:37,G00014,14,0,0,22143.35237,Bundaran Senayan,0
10H-L04,06:47:43,06:47:53,G00694,15,0,0,22816.61367,Bundaran Senayan,0
10H-L04,06:50:22,06:50:32,G00695,16,0,0,23356.27002,Bundaran Senayan,0
10H-L04,06:53:38,06:53:48,G00015,17,0,0,24031.07761,Tanjung Priok,0
10H-L04,07:00:43,07:00:53,G00077,18,0,0,25530.84061,Tanjung Priok,0
10H-L04,07:08:26,07:08:36,G00725,19,0,0,27167.27908,Tanjung Priok,0
10H-L04,07:15:10,07:15:20,G00433,20,0,0,28590.1867,Tanjung Priok,0
10H-L04,07:18:06,07:18:16,G00436,21,0,0,29192.70124,Tanjung Priok,0
10H-L04,07:23:41,07:23:51,G00397,22,0,0,30368.6826,Tanjung Priok,0
10H-L04,07:29:42,07:29:52,G00399,23,0,0,31637.41282,Tanjung Priok,0
10H-L04,07:33:25,07:33:35,G00163,24,0,0,32407.71878,Tanjung Priok,0
10H-L04,07:39:53,07:40:03,G00121,25,0,0,33772.61703,Tanjung Priok,0
10H-L04,07:41:23,07:41:33,G00116,26,0,0,34064.90884,Tanjung Priok,0
10H-L04,07:46:44,07:46:54,G00233,27,0,0,35187.91962,Tanjung Priok,0
10H-L04,07:55:07,07:55:17,G00235,28,0,0,36969.50132,Tanjung Priok,0
10H-L04,08:00:28,08:00:38,G00237,29,0,0,38093.552,Tanjung Priok,0
10H-L04,08:02:16,08:02:26,G00239,30,0,0,38448.40206,Tanjung Priok,0
10H-L04,08:33:53,08:34:03,G00511,31,0,0,45263.81814,Tanjung Priok,0
10H-R09,05:00:00,05:00:10,G00695,0,0,0,0,Tanjung Priok,0
10H-R09,05:03:18,05:03:28,G00015,1,0,0,680.7900075,Tanjung Priok,0
10H-R09,05:10:22,05:10:32,G00077,2,0,0,2176.34309,Tanjung Priok,0
10H-R09,05:18:05,05:18:15,G00725,3,0,0,3813.604614,Tanjung Priok,0
10H-R09,05:24:48,05:24:58,G00433,4,0,0,5232.66435,Tanjung Priok,0
10H-R09,05:27:46,05:27:56,G00436,5,0,0,5841.428309,Tanjung Priok,0
10H-R09,05:33:31,05:33:41,G00397,6,0,0,7053.674613,Tanjung Priok,0
10H-R09,05:39:32,05:39:42,G00399,7,0,0,8323.911255,Tanjung Priok,0
10H-R09,05:43:15,05:43:25,G00163,8,0,0,9094.624468,Tanjung Priok,0
10H-R09,05:49:43,05:49:53,G00121,9,0,0,10459.88838,Tanjung Priok,0
10H-R09,05:51:14,05:51:24,G00116,10,0,0,10753.72289,Tanjung Priok,0
10H-R09,05:56:35,05:56:45,G00233,11,0,0,11877.67542,Tanjung Priok,0
10H-R09,06:04:59,06:05:09,G00235,12,0,0,13661.60292,Tanjung Priok,0
10H-R09,06:10:21,06:10:31,G00237,13,0,0,14788.04424,Tanjung Priok,0
10H-R09,06:12:09,06:12:19,G00239,14,0,0,15143.17528,Tanjung Priok,0
10H-R09,06:43:41,06:43:51,G00511,15,0,0,21938.94517,Tanjung Priok,0
10-P21,05:00:00,05:00:10,G00511,0,0,0,0,Halim,0
10-P21,05:05:28,05:05:38,G00509,1,0,0,1137.318863,Halim,0
10-P21,05:08:05,05:08:15,G00503,2,0,0,1714.27644,Halim,0
10-P21,05:10:40,05:10:50,G00500,3,0,0,2211.128122,Halim,0
10-P21,05:15:47,05:15:57,G00497,4,0,0,3277.374718,Halim,0
10-P21,05:23:34,05:23:44,G00494,5,0,0,4926.431176,Halim,0
10-P21,05:34:41,05:34:51,G00489,6,0,0,7324.69933,Halim,0
10-P21,05:37:12,05:37:22,G00485,7,0,0,7831.158264,Halim,0
10-P21,05:41:51,05:42:01,G00479,8,0,0,8810.597933,Halim,0
10-P21,05:43:26,05:43:36,G00477,9,0,0,9116.91535,Halim,0
10-P21,05:49:00,05:49:10,G00473,10,0,0,10284.19875,Halim,0
10-P21,05:51:56,05:52:06,G00469,11,0,0,10882.30841,Halim,0
10-P21,05:54:33,05:54:43,G00465,12,0,0,11419.68677,Halim,0
10-P21,06:22:20,06:22:30,G00460,13,0,0,12319.33795,Halim,0
10-P21,06:51:05,06:51:15,G00459,14,0,0,13438.0723,Halim,0
10-P21,06:53:39,06:53:49,G00456,15,0,0,13945.96246,Halim,0
10-P21,07:13:40,07:13:50,G00455,16,0,0,15248.89533,Halim,0
10-P21,07:17:45,07:17:55,G00453,17,0,0,16098.74159,Halim,0
10-P21,07:22:38,07:22:48,G00452,18,0,0,16283.36476,Tanjung Priok,0
10-P21,07:42:39,07:42:49,G00454,19,0,0,17135.40296,Tanjung Priok,0
10-P21,07:45:12,07:45:22,G00457,20,0,0,18442.21349,Tanjung Priok,0
10-P21,07:50:31,07:50:41,G00458,21,0,0,18972.32179,Tanjung Priok,0
10-P21,07:54:50,07:55:00,G00461,22,0,0,20066.77788,Tanjung Priok,0
10-P21,07:57:31,07:57:41,G00463,23,0,0,20970.72659,Tanjung Priok,0
10-P21,08:00:25,08:00:35,G00467,24,0,0,21506.64331,Tanjung Priok,0
10-P21,08:05:58,08:06:08,G00471,25,0,0,22103.77283,Tanjung Priok,0
10-P21,08:07:36,08:07:46,G00475,26,0,0,23273.82424,Tanjung Priok,0
10-P21,08:12:18,08:12:28,G00481,27,0,0,23585.12125,Tanjung Priok,0
10-P21,08:14:47,08:14:57,G00483,28,0,0,24564.33451,Tanjung Priok,0
10-P21,08:25:54,08:26:04,G00487,29,0,0,25082.0875,Tanjung Priok,0
10-P21,08:33:42,08:33:52,G00492,30,0,0,27459.39347,Tanjung Priok,0
10-P21,08:38:49,08:38:59,G00496,31,0,0,29108.30924,Tanjung Priok,0
10-P21,08:41:24,08:41:34,G00499,32,0,0,30174.94259,Tanjung Priok,0
10-P21,08:43:54,08:44:04,G00505,33,0,0,30695.28627,Tanjung Priok,0
10-P21,08:51:22,08:51:32,G00507,34,0,0,31211.76561,Tanjung Priok,0
11P-L01,05:00:00,05:00:10,B03289P,0,0,0,0,Walikota Jakarta Timur,0
11P-L01,05:02:09,05:02:19,B01676P,1,0,0,429.8938936,Walikota Jakarta Timur,0
11P-L01,05:04:45,05:04:55,B00636P,2,0,0,959.5583061,Walikota Jakarta Timur,0
11P-L01,05:05:15,05:05:25,B00328P,3,0,0,1031.978225,Walikota Jakarta Timur,0
11P-L01,05:07:52,05:08:02,B00100P,4,0,0,1565.032264,Walikota Jakarta Timur,0
11P-L01,05:08:55,05:09:05,B02307P,5,0,0,1759.456833,Walikota Jakarta Timur,0
11P-L01,05:10:22,05:10:32,B01578P,6,0,0,2038.344048,Walikota Jakarta Timur,0
11P-L01,05:11:40,05:11:50,B01622P,7,0,0,2286.546738,Walikota Jakarta Timur,0
11P-L01,05:13:23,05:13:33,B02351P,8,0,0,2624.940139,Walikota Jakarta Timur,0
11P-L01,05:15:40,05:15:50,B01096P,9,0,0,3086.106194,Walikota Jakarta Timur,0
11P-L01,05:17:31,05:17:41,B05885P,10,0,0,3453.585932,Walikota Jakarta Timur,0
11P-L01,05:18:18,05:18:28,B06660P,11,0,0,3587.921046,Walikota Jakarta Timur,0
11P-L01,05:19:49,05:19:59,B00306P,12,0,0,3880.696553,Walikota Jakarta Timur,0
11P-L01,05:20:55,05:21:05,B00195P,13,0,0,4086.222169,Walikota Jakarta Timur,0
11P-L01,05:21:35,05:21:45,B05581P,14,0,0,4197.929081,Walikota Jakarta Timur,0
11P-L01,05:22:32,05:22:42,B00369P,15,0,0,4369.190118,Walikota Jakarta Timur,0
11P-L01,05:24:24,05:24:34,B06662P,16,0,0,4740.488711,Walikota Jakarta Timur,0
11P-L01,05:25:25,05:25:35,B01803P,17,0,0,4927.227886,Walikota Jakarta Timur,0
11P-L01,05:26:27,05:26:37,B02818P,18,0,0,5117.60498,Walikota Jakarta Timur,0
11P-L01,05:28:08,05:28:18,B04648P,19,0,0,5448.806132,Walikota Jakarta Timur,0
11P-L01,05:32:29,05:32:39,B06652P,20,0,0,6355.153677,Walikota Jakarta Timur,0
11P-L01,05:34:06,05:34:16,B06664P,21,0,0,6670.801719,Walikota Jakarta Timur,0
11P-L01,05:35:45,05:35:55,B07455P,22,0,0,6994.299112,Walikota Jakarta Timur,0
11P-L01,05:36:50,05:37:00,B06654P,23,0,0,7195.135779,Walikota Jakarta Timur,0
11P-L01,05:38:05,05:38:15,B06666P,24,0,0,7430.237382,Rusun Pondok Bambu,0
11P-L01,05:42:13,05:42:23,B06667P,25,0,0,8292.757421,Rusun Pondok Bambu,0
11P-L01,05:43:38,05:43:48,B06655P,26,0,0,8566.341075,Rusun Pondok Bambu,0
11P-L01,05:45:47,05:45:57,B06665P,27,0,0,8997.549413,Rusun Pondok Bambu,0
11P-L01,05:47:21,05:47:31,B06653P,28,0,0,9301.387107,Rusun Pondok Bambu,0
11P-L01,05:51:41,05:51:51,B07574P,29,0,0,10207.05857,Rusun Pondok Bambu,0
11P-L01,05:53:38,05:53:48,B07357P,30,0,0,10594.37288,Rusun Pondok Bambu,0
11P-L01,05:54:45,05:54:55,B03280P,31,0,0,10800.60804,Rusun Pondok Bambu,0
11P-L01,05:55:33,05:55:43,B06663P,32,0,0,10938.70684,Rusun Pondok Bambu,0
11P-L01,05:57:16,05:57:26,B00368P,33,0,0,11277.91415,Rusun Pondok Bambu,0
11P-L01,05:58:56,05:59:06,B00227P,34,0,0,11604.9698,Rusun Pondok Bambu,0
11P-L01,05:59:29,05:59:39,B05318P,35,0,0,11688.7252,Rusun Pondok Bambu,0
11P-L01,06:00:24,06:00:34,B00198P,36,0,0,11851.69489,Rusun Pondok Bambu,0
11P-L01,06:01:11,06:01:21,B06661P,37,0,0,11987.86903,Rusun Pondok Bambu,0
11P-L01,06:02:24,06:02:34,B00603P,38,0,0,12216.97997,Rusun Pondok Bambu,0
11P-L01,06:04:43,06:04:53,B05660P,39,0,0,12683.7788,Rusun Pondok Bambu,0
11P-L01,06:06:29,06:06:39,B02352P,40,0,0,13032.3826,Rusun Pondok Bambu,0
11P-L01,06:08:16,06:08:26,B04518P,41,0,0,13383.26381,Rusun Pondok Bambu,0
11P-L01,06:09:28,06:09:38,B01255P,42,0,0,13608.81551,Rusun Pondok Bambu,0
11P-L01,06:10:50,06:11:00,B02308P,43,0,0,13869.03875,Rusun Pondok Bambu,0
11P-L01,06:12:52,06:13:02,B04476P,44,0,0,14275.03349,Rusun Pondok Bambu,0
11P-L01,06:13:49,06:13:59,B03135P,45,0,0,14445.34819,Rusun Pondok Bambu,0
11P-L01,06:14:52,06:15:02,B00637P,46,0,0,14639.98052,Rusun Pondok Bambu,0
11P-L01,06:17:34,06:17:44,B01677P,47,0,0,15189.40342,Rusun Pondok Bambu,0
11P-L01,06:19:33,06:19:43,B03289P,48,0,0,15586.32138,Rusun Pondok Bambu,0
11Q-L04,05:00:00,05:00:10,G00513,0,0,0,0,Kampung Melayu,0
11Q-L04,05:15:16,05:15:26,B06655P,1,0,0,3274.078402,Kampung Melayu,0
11Q-L04,05:18:48,05:18:58,B06653P,2,0,0,4006.280377,Kampung Melayu,0
11Q-L04,05:24:56,05:25:06,B07357P,3,0,0,5302.000661,Kampung Melayu,0
11Q-L04,05:26:03,05:26:13,B03280P,4,0,0,5508.870898,Kampung Melayu,0
11Q-L04,05:28:25,05:28:35,B00368P,5,0,0,5988.4056,Kampung Melayu,0
11Q-L04,05:30:27,05:30:37,B05318P,6,0,0,6395.530423,Kampung Melayu,0
11Q-L04,05:31:22,05:31:32,B00198P,7,0,0,6559.399146,Kampung Melayu,0
11Q-L04,05:33:13,05:33:23,B00603P,8,0,0,6924.1037,Kampung Melayu,0
11Q-L04,05:35:29,05:35:39,B05660P,9,0,0,7382.317801,Kampung Melayu,0
11Q-L04,05:37:15,05:37:25,B02352P,10,0,0,7730.29686,Kampung Melayu,0
11Q-L04,05:39:02,05:39:12,B04518P,11,0,0,8081.367106,Kampung Melayu,0
11Q-L04,05:40:14,05:40:24,B01255P,12,0,0,8308.07027,Kampung Melayu,0
11Q-L04,05:41:35,05:41:45,B02308P,13,0,0,8567.797931,Kampung Melayu,0
11Q-L04,05:42:57,05:43:07,B03133P,14,0,0,8829.362624,Kampung Melayu,0
11Q-L04,05:43:54,05:44:04,B02016P,15,0,0,9001.970202,Kampung Melayu,0
11Q-L04,05:45:41,05:45:51,B02071P,16,0,0,9353.537106,Kampung Melayu,0
11Q-L04,05:47:36,05:47:46,B01380P,17,0,0,9735.447893,Kampung Melayu,0
11Q-L04,05:50:28,05:50:38,B02335P,18,0,0,10322.6842,Kampung Melayu,0
11Q-L04,05:53:12,05:53:22,B00263P,19,0,0,10880.79633,Kampung Melayu,0
11Q-L04,05:54:49,05:54:59,B05064P,20,0,0,11197.80947,Kampung Melayu,0
11Q-L04,05:56:45,05:56:55,B05256P,21,0,0,11581.29834,Kampung Melayu,0
11Q-L04,05:58:52,05:59:02,B02535P,22,0,0,12005.08708,Kampung Melayu,0
11Q-L04,05:59:29,05:59:39,B04146P,23,0,0,12104.21483,Kampung Melayu,0
11Q-L04,06:01:23,06:01:33,B02187P,24,0,0,12481.02526,Kampung Melayu,0
11Q-L04,06:05:43,06:05:53,B00088P,25,0,0,13385.96516,Kampung Melayu,0
11Q-L04,06:07:21,06:07:31,B04623P,26,0,0,13706.30014,Kampung Melayu,0
11Q-L04,06:09:52,06:10:02,B00138P,27,0,0,14218.11569,Kampung Melayu,0
11Q-L04,06:14:46,06:14:56,TEMP501,28,0,0,15244.768,Kampung Melayu,0
11Q-L04,06:23:13,06:23:23,B05350P,29,0,0,17039.84799,Pulo Gebang,0
11Q-L04,06:27:45,06:27:55,B01731P,30,0,0,17985.64889,Pulo Gebang,0
11Q-L04,06:30:09,06:30:19,B02313P,31,0,0,18473.93345,Pulo Gebang,0
11Q-L04,06:35:03,06:35:13,B02186P,32,0,0,19501.53586,Pulo Gebang,0
11Q-L04,06:36:30,06:36:40,B02615P,33,0,0,19782.67772,Pulo Gebang,0
11Q-L04,06:37:56,06:38:06,B00767P,34,0,0,20060.35855,Pulo Gebang,0
11Q-L04,06:41:11,06:41:21,B05063P,35,0,0,20728.80306,Pulo Gebang,0
11Q-L04,06:43:26,06:43:36,B00262P,36,0,0,21182.03872,Pulo Gebang,0
11Q-L04,06:45:01,06:45:11,B02334P,37,0,0,21491.85721,Pulo Gebang,0
11Q-L04,06:48:23,06:48:33,B01392P,38,0,0,22185.75187,Pulo Gebang,0
11Q-L04,06:50:16,06:50:26,B02070P,39,0,0,22558.72028,Pulo Gebang,0
11Q-L04,06:51:45,06:51:55,B02015P,40,0,0,22848.44855,Pulo Gebang,0
11Q-L04,06:53:10,06:53:20,B00100P,41,0,0,23119.52774,Pulo Gebang,0
11Q-L04,06:54:13,06:54:23,B02307P,42,0,0,23314.09871,Pulo Gebang,0
11Q-L04,06:55:40,06:55:50,B01578P,43,0,0,23593.00739,Pulo Gebang,0
11Q-L04,06:56:58,06:57:08,B01622P,44,0,0,23841.19316,Pulo Gebang,0
11Q-L04,06:58:42,06:58:52,B02351P,45,0,0,24179.78614,Pulo Gebang,0
11Q-L04,07:00:59,07:01:09,B01096P,46,0,0,24641.20338,Pulo Gebang,0
11Q-L04,07:02:50,07:03:00,B05885P,47,0,0,25006.33571,Pulo Gebang,0
11Q-L04,07:04:54,07:05:04,B00306P,48,0,0,25417.91935,Pulo Gebang,0
11Q-L04,07:06:00,07:06:10,B00195P,49,0,0,25623.54535,Pulo Gebang,0
11Q-L04,07:06:40,07:06:50,B05581P,50,0,0,25735.24129,Pulo Gebang,0
11Q-L04,07:07:37,07:07:47,B00369P,51,0,0,25903.21143,Pulo Gebang,0
11Q-L04,07:11:14,07:11:24,B02818P,52,0,0,26651.65059,Pulo Gebang,0
11Q-L04,07:12:55,07:13:05,B04648P,53,0,0,26982.91474,Pulo Gebang,0
11Q-L04,07:17:15,07:17:25,B06652P,54,0,0,27888.24105,Pulo Gebang,0
11Q-L04,07:21:18,07:21:28,B06654P,55,0,0,28729.17035,Pulo Gebang,0
11Q-L04,07:29:49,07:29:59,G00513,56,0,0,30540.99523,Pulo Gebang,0
11Q-R05,05:00:00,05:00:10,G00513,0,0,0,0,Kampung Melayu via BKT,0
11Q-R05,05:14:59,05:15:09,G00517,1,0,0,3210.748401,Kampung Melayu via BKT,0
11Q-R05,05:18:43,05:18:53,G00519,2,0,0,3990.333562,Kampung Melayu via BKT,0
11Q-R05,05:25:01,05:25:11,G00521,3,0,0,5315.722451,Kampung Melayu via BKT,0
11Q-R05,05:45:49,05:45:59,B03280P,4,0,0,5521.950654,Kampung Melayu via BKT,0
11Q-R05,05:48:11,05:48:21,B00368P,5,0,0,5999.298212,Kampung Melayu via BKT,0
11Q-R05,05:50:14,05:50:24,B05318P,6,0,0,6407.233411,Kampung Melayu via BKT,0
11Q-R05,05:51:09,05:51:19,B00198P,7,0,0,6570.799112,Kampung Melayu via BKT,0
11Q-R05,05:53:00,05:53:10,B00603P,8,0,0,6935.83425,Kampung Melayu via BKT,0
11Q-R05,05:55:19,05:55:29,B05660P,9,0,0,7403.654103,Kampung Melayu via BKT,0
11Q-R05,05:57:05,05:57:15,B02352P,10,0,0,7752.207736,Kampung Melayu via BKT,0
11Q-R05,05:58:52,05:59:02,B04518P,11,0,0,8102.744827,Kampung Melayu via BKT,0
11Q-R05,06:00:04,06:00:14,B01255P,12,0,0,8329.295948,Kampung Melayu via BKT,0
11Q-R05,06:01:25,06:01:35,B02308P,13,0,0,8588.757217,Kampung Melayu via BKT,0
11Q-R05,06:02:47,06:02:57,B03133P,14,0,0,8849.437243,Kampung Melayu via BKT,0
11Q-R05,06:03:44,06:03:54,B02016P,15,0,0,9021.889766,Kampung Melayu via BKT,0
11Q-R05,06:05:31,06:05:41,B02071P,16,0,0,9373.342855,Kampung Melayu via BKT,0
11Q-R05,06:07:26,06:07:36,B01380P,17,0,0,9754.685045,Kampung Melayu via BKT,0
11Q-R05,06:10:18,06:10:28,B02335P,18,0,0,10342.07566,Kampung Melayu via BKT,0
11Q-R05,06:13:02,06:13:12,B00263P,19,0,0,10899.73123,Kampung Melayu via BKT,0
11Q-R05,06:14:39,06:14:49,B05064P,20,0,0,11215.76612,Kampung Melayu via BKT,0
11Q-R05,06:16:35,06:16:45,B05256P,21,0,0,11598.7622,Kampung Melayu via BKT,0
11Q-R05,06:18:42,06:18:52,B02535P,22,0,0,12024.12725,Kampung Melayu via BKT,0
11Q-R05,06:19:19,06:19:29,B04146P,23,0,0,12123.52175,Kampung Melayu via BKT,0
11Q-R05,06:21:14,06:21:24,B02187P,24,0,0,12502.61759,Kampung Melayu via BKT,0
11Q-R05,06:25:34,06:25:44,B00088P,25,0,0,13405.92263,Kampung Melayu via BKT,0
11Q-R05,06:27:12,06:27:22,B04623P,26,0,0,13720.24048,Kampung Melayu via BKT,0
11Q-R05,06:29:36,06:29:46,G00352,27,0,0,14208.64924,Kampung Melayu via BKT,0
11Q-R06,05:00:00,05:00:10,G00353,0,0,0,0,Pulo Gebang via BKT,0
11Q-R06,05:12:08,05:12:18,G00206,1,0,0,2587.024362,Pulo Gebang via BKT,0
11Q-R06,05:15:23,05:15:33,G00355,2,0,0,3259.111147,Pulo Gebang via BKT,0
11Q-R06,05:18:02,05:18:12,B02313P,3,0,0,3800.375044,Pulo Gebang via BKT,0
11Q-R06,05:22:56,05:23:06,B02186P,4,0,0,4828.828636,Pulo Gebang via BKT,0
11Q-R06,05:24:23,05:24:33,B02615P,5,0,0,5110.094055,Pulo Gebang via BKT,0
11Q-R06,05:25:49,05:25:59,B00767P,6,0,0,5387.980513,Pulo Gebang via BKT,0
11Q-R06,05:29:04,05:29:14,B05063P,7,0,0,6056.424747,Pulo Gebang via BKT,0
11Q-R06,05:31:19,05:31:29,B00262P,8,0,0,6509.251491,Pulo Gebang via BKT,0
11Q-R06,05:32:54,05:33:04,B02334P,9,0,0,6818.850622,Pulo Gebang via BKT,0
11Q-R06,05:36:16,05:36:26,B01392P,10,0,0,7512.081122,Pulo Gebang via BKT,0
11Q-R06,05:38:09,05:38:19,B02070P,11,0,0,7884.972938,Pulo Gebang via BKT,0
11Q-R06,05:39:39,05:39:49,B02015P,12,0,0,8174.608292,Pulo Gebang via BKT,0
11Q-R06,05:41:04,05:41:14,B00100P,13,0,0,8445.771456,Pulo Gebang via BKT,0
11Q-R06,05:42:07,05:42:17,B02307P,14,0,0,8639.99099,Pulo Gebang via BKT,0
11Q-R06,05:43:34,05:43:44,B01578P,15,0,0,8919.202521,Pulo Gebang via BKT,0
11Q-R06,05:44:52,05:45:02,B01622P,16,0,0,9167.30401,Pulo Gebang via BKT,0
11Q-R06,05:46:35,05:46:45,B02351P,17,0,0,9505.837386,Pulo Gebang via BKT,0
11Q-R06,05:48:51,05:49:01,B01096P,18,0,0,9961.297575,Pulo Gebang via BKT,0
11Q-R06,05:50:42,05:50:52,B05885P,19,0,0,10326.27827,Pulo Gebang via BKT,0
11Q-R06,05:52:45,05:52:55,B00306P,20,0,0,10737.92063,Pulo Gebang via BKT,0
11Q-R06,05:53:51,05:54:01,B00195P,21,0,0,10942.45057,Pulo Gebang via BKT,0
11Q-R06,05:54:31,05:54:41,B05581P,22,0,0,11054.12896,Pulo Gebang via BKT,0
11Q-R06,05:58:45,05:58:55,G00520,23,0,0,11936.62284,Pulo Gebang via BKT,0
11Q-R06,06:04:55,06:05:05,G00518,24,0,0,13238.97832,Pulo Gebang via BKT,0
11Q-R06,06:08:54,06:09:04,G00515,25,0,0,14066.84654,Pulo Gebang via BKT,0
11Q-R06,06:17:16,06:17:26,G00513,26,0,0,15847.44669,Pulo Gebang via BKT,0
11-R02,05:00:00,05:00:10,G00669,0,0,0,0,Pulo Gebang,0
11-R02,05:10:21,05:10:31,G00558,1,0,0,2207.511538,Pulo Gebang,0
11-R02,05:13:22,05:13:32,G00551,2,0,0,2825.399944,Pulo Gebang,0
11-R02,05:15:53,05:16:03,G00547,3,0,0,3334.662578,Pulo Gebang,0
11-R02,05:18:07,05:18:17,G00543,4,0,0,3785.202856,Pulo Gebang,0
11-R02,05:22:14,05:22:24,G00539,5,0,0,4641.280428,Pulo Gebang,0
11-R02,05:26:54,05:27:04,G00535,6,0,0,5618.685771,Pulo Gebang,0
11-R02,05:29:20,05:29:30,G00532,7,0,0,6108.824453,Pulo Gebang,0
11-R02,05:34:01,05:34:11,G00528,8,0,0,7089.074792,Pulo Gebang,0
11-R02,05:37:10,05:37:20,G00525,9,0,0,7736.924206,Pulo Gebang,0
11-R02,05:40:46,05:40:56,G00522,10,0,0,8481.080971,Pulo Gebang,0
11-R02,05:44:06,05:44:16,G00520,11,0,0,9167.693859,Pulo Gebang,0
11-R02,05:50:16,05:50:26,G00518,12,0,0,10472.20357,Pulo Gebang,0
11-R02,05:54:15,05:54:25,G00515,13,0,0,11300.07291,Pulo Gebang,0
11-R02,06:02:43,06:02:53,G00513,14,0,0,13098.15711,Pulo Gebang,0
11-R03,05:00:00,05:00:10,G00513,0,0,0,0,Kampung Melayu,0
11-R03,05:15:01,05:15:11,G00517,1,0,0,3223.996935,Kampung Melayu,0
11-R03,05:18:46,05:18:56,G00519,2,0,0,3992.790533,Kampung Melayu,0
11-R03,05:25:02,05:25:12,G00521,3,0,0,5323.244344,Kampung Melayu,0
11-R03,05:28:20,05:28:30,G00523,4,0,0,6004.86993,Kampung Melayu,0
11-R03,05:32:00,05:32:10,G00527,5,0,0,6764.129214,Kampung Melayu,0
11-R03,05:35:09,05:35:19,G00529,6,0,0,7411.002568,Kampung Melayu,0
11-R03,05:48:58,05:49:08,G00534,7,0,0,10368.40085,Kampung Melayu,0
11-R03,05:51:24,05:51:34,G00538,8,0,0,10860.31324,Kampung Melayu,0
11-R03,05:56:02,05:56:12,G00541,9,0,0,11829.93423,Kampung Melayu,0
11-R03,06:00:08,06:00:18,G00545,10,0,0,12683.47242,Kampung Melayu,0
11-R03,06:02:23,06:02:33,G00549,11,0,0,13138.65475,Kampung Melayu,0
11-R03,06:04:56,06:05:06,G00553,12,0,0,13651.9013,Kampung Melayu,0
11-R03,06:07:56,06:08:06,G00556,13,0,0,14265.4396,Kampung Melayu,0
11-R03,06:12:04,06:12:14,G00355,14,0,0,15127.12047,Kampung Melayu,0
11-R03,06:14:04,06:14:14,G00670,15,0,0,15526.84355,Kampung Melayu,0
11W-L02,05:00:00,05:00:10,B07630P,0,0,0,0,Pulo Gadung,0
11W-L02,05:01:40,05:01:50,B07631P,1,0,0,327.0619804,Pulo Gadung,0
11W-L02,05:03:44,05:03:54,B07632P,2,0,0,742.092137,Pulo Gadung,0
11W-L02,05:05:20,05:05:30,B07633P,3,0,0,1053.822929,Pulo Gadung,0
11W-L02,05:06:49,05:06:59,B07634P,4,0,0,1340.919588,Pulo Gadung,0
11W-L02,05:08:19,05:08:29,B07635P,5,0,0,1630.605421,Pulo Gadung,0
11W-L02,05:10:03,05:10:13,B07636P,6,0,0,1970.513831,Pulo Gadung,0
11W-L02,05:12:12,05:12:22,B07637P,7,0,0,2400.183836,Pulo Gadung,0
11W-L02,05:13:34,05:13:44,B07638P,8,0,0,2662.136115,Pulo Gadung,0
11W-L02,05:15:31,05:15:41,B07639P,9,0,0,3048.570181,Pulo Gadung,0
11W-L02,05:17:55,05:18:05,B07640P,10,0,0,3533.885441,Pulo Gadung,0
11W-L02,05:19:10,05:19:20,B07641P,11,0,0,3768.573286,Pulo Gadung,0
11W-L02,05:20:02,05:20:12,B07642P,12,0,0,3920.272903,Pulo Gadung,0
11W-L02,05:22:51,05:23:01,B07643P,13,0,0,4494.518972,Pulo Gadung,0
11W-L02,05:24:17,05:24:27,B01778P,14,0,0,4772.008245,Pulo Gadung,0
11W-L02,05:27:04,05:27:14,B03040P,15,0,0,5339.675114,Pulo Gadung,0
11W-L02,05:30:02,05:30:12,B01730P,16,0,0,5948.529778,Pulo Gadung,0
11W-L02,05:31:54,05:32:04,B02941P,17,0,0,6319.392145,Pulo Gadung,0
11W-L02,05:33:49,05:33:59,B01620P,18,0,0,6699.282495,Pulo Gadung,0
11W-L02,05:38:00,05:38:10,B07511P,19,0,0,7569.877407,Pulo Gadung,0
11W-L02,05:41:57,05:42:07,B05671P,20,0,0,8391.608927,Pulo Gadung,0
11W-L02,05:42:49,05:42:59,B00866P,21,0,0,8546.524479,Pulo Gadung,0
11W-L02,05:44:01,05:44:11,B02942P,22,0,0,8773.825045,Pulo Gadung,0
